Title,col,Price,Field2_links
Intelligence Trader,3 aug 2018,"
                        9,99€                    ",https://store.steampowered.com/app/885100/Intelligence_Trader/?snr=1_7_7_230_150_578
Idle Trading Simulator,2 sep 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1712670/Idle_Trading_Simulator/?snr=1_7_7_230_150_578
Wild West Survival,1 aug 2020,"
                        9,99€                    ",https://store.steampowered.com/app/1333860/Wild_West_Survival/?snr=1_7_7_230_150_578
Dark Tales: Edgar Allan Poe's The Tell-Tale Heart Collector's Edition,1 aug 2018,"
                        8,19€                    ",https://store.steampowered.com/app/896990/Dark_Tales_Edgar_Allan_Poes_The_TellTale_Heart_Collectors_Edition/?snr=1_7_7_230_150_578
KaraDedeler 1989,9 sep 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1699130/KaraDedeler_1989/?snr=1_7_7_230_150_578
大时代：三国立志,15 mei 2019,"
                        16,79€                    ",https://store.steampowered.com/app/1062200/_/?snr=1_7_7_230_150_578
Doodle WHAT?!,3 aug 2016,"
                        9,99€                    ",https://store.steampowered.com/app/497880/Doodle_WHAT/?snr=1_7_7_230_150_579
The Secrets of The Forest,7 apr 2018,"
                        3,99€                    ",https://store.steampowered.com/app/822770/The_Secrets_of_The_Forest/?snr=1_7_7_230_150_579
HACK_IT,5 mei 2016,"
                        11,59€                    ",https://store.steampowered.com/app/444350/HACK_IT/?snr=1_7_7_230_150_579
Perimeter 2: New Earth,10 feb 2009,"
                        14,99€                    ",https://store.steampowered.com/app/12420/Perimeter_2_New_Earth/?snr=1_7_7_230_150_579
EEP Train Simulator Mission,5 apr 2017,"
                        19,99€                    ",https://store.steampowered.com/app/451950/EEP_Train_Simulator_Mission/?snr=1_7_7_230_150_579
Corona MotorSport,13 mrt 2015,"
                        9,99€                    ",https://store.steampowered.com/app/342870/Corona_MotorSport/?snr=1_7_7_230_150_579
The Forgotten,5 mrt 2021,"
                        5,69€                    ",https://store.steampowered.com/app/1126640/The_Forgotten/?snr=1_7_7_230_150_579
The Station: Escape Room,26 apr 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1591130/The_Station_Escape_Room/?snr=1_7_7_230_150_579
Love Colors: Paint with Friends,17 sep 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1561060/Love_Colors_Paint_with_Friends/?snr=1_7_7_230_150_579
Racecraft,4 mrt 2016,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/346610/Racecraft/?snr=1_7_7_230_150_579
Eslander Alpha,27 aug 2019,"
                        4,99€                    ",https://store.steampowered.com/app/1069250/Eslander_Alpha/?snr=1_7_7_230_150_579
Safety Driving Simulator: Motorbike,4 mei 2016,"
                        4,99€                    ",https://store.steampowered.com/app/450600/Safety_Driving_Simulator_Motorbike/?snr=1_7_7_230_150_579
Starcaller,2 apr 2021,"
                        15,99€                    ",https://store.steampowered.com/app/1538920/Starcaller/?snr=1_7_7_230_150_579
Phantom,27 mei 2017,"
                        22,99€                    ",https://store.steampowered.com/app/578800/Phantom/?snr=1_7_7_230_150_579
Dead Hospital,27 mei 2021,"
                        2,39€                    ",https://store.steampowered.com/app/1622250/Dead_Hospital/?snr=1_7_7_230_150_579
Reflex Aim Trainer,22 jun 2019,"
                        5,69€                    ",https://store.steampowered.com/app/939810/Reflex_Aim_Trainer/?snr=1_7_7_230_150_579
Anime Girls VR,23 dec 2017,"
                        11,99€                    ",https://store.steampowered.com/app/767110/Anime_Girls_VR/?snr=1_7_7_230_150_579
King of Volleyball,16 feb 2020,"
                        3,29€                    ",https://store.steampowered.com/app/1236480/King_of_Volleyball/?snr=1_7_7_230_150_579
HELI,5 feb 2018,"
                        9,99€                    ",https://store.steampowered.com/app/743030/HELI/?snr=1_7_7_230_150_579
The Terminal 2,8 aug 2014,"
                        4,99€                    ",https://store.steampowered.com/app/313620/The_Terminal_2/?snr=1_7_7_230_150_579
ULTIMATE ARENA: SHOWDOWN,23 feb 2018,"
                        3,99€                    ",https://store.steampowered.com/app/757160/ULTIMATE_ARENA_SHOWDOWN/?snr=1_7_7_230_150_579
Gemini Wars,2 nov 2012,"
                        14,99€                    ",https://store.steampowered.com/app/216130/Gemini_Wars/?snr=1_7_7_230_150_579
Aloof,25 mrt 2021,"
                        12,49€                    ",https://store.steampowered.com/app/1355560/Aloof/?snr=1_7_7_230_150_579
Australian Football Coach,1 sep 2017,"
                        16,79€                    ",https://store.steampowered.com/app/578010/Australian_Football_Coach/?snr=1_7_7_230_150_579
Dead Horde,27 jul 2011,"
                        4,99€                    ",https://store.steampowered.com/app/27940/Dead_Horde/?snr=1_7_7_230_150_579
RedSun RTS,30 okt 2018,"
                        5,69€                    ",https://store.steampowered.com/app/758880/RedSun_RTS/?snr=1_7_7_230_150_579
Global Ops: Commando Libya,26 okt 2011,"
                        4,99€                    ",https://store.steampowered.com/app/200020/Global_Ops_Commando_Libya/?snr=1_7_7_230_150_579
Wood Killer,23 jun 2021,"
                        2,39€                    ",https://store.steampowered.com/app/1557880/Wood_Killer/?snr=1_7_7_230_150_579
Outside,29 sep 2019,"
                        4,99€                    ",https://store.steampowered.com/app/746760/Outside/?snr=1_7_7_230_150_579
SYNAPTIC DRIVE,28 mei 2020,"
                        24,99€                    ",https://store.steampowered.com/app/1033640/SYNAPTIC_DRIVE/?snr=1_7_7_230_150_579
Twin Sector,16 sep 2009,"
                        4,99€                    ",https://store.steampowered.com/app/27900/Twin_Sector/?snr=1_7_7_230_150_579
Dive to the Titanic,17 dec 2010,"
                        7,99€                    ",https://store.steampowered.com/app/65200/Dive_to_the_Titanic/?snr=1_7_7_230_150_579
The Lost Valley,20 apr 2015,"
                        4,99€                    ",https://store.steampowered.com/app/360890/The_Lost_Valley/?snr=1_7_7_230_150_579
❂ Heroes of Hexaluga ❂,20 nov 2017,,https://store.steampowered.com/app/728050/_Heroes_of_Hexaluga/?snr=1_7_7_230_150_579
Grim Facade: Mystery of Venice Collector’s Edition,18 nov 2016,"
                        9,99€                    ",https://store.steampowered.com/app/555820/Grim_Facade_Mystery_of_Venice_Collectors_Edition/?snr=1_7_7_230_150_579
Supaplex THINK!,19 sep 2018,"
                        8,19€                    ",https://store.steampowered.com/app/913660/Supaplex_THINK/?snr=1_7_7_230_150_579
Football Mogul 18,19 sep 2017,"
                        6,59€                    ",https://store.steampowered.com/app/683600/Football_Mogul_18/?snr=1_7_7_230_150_579
Phobia,9 jun 2017,"
                        5,99€                    ",https://store.steampowered.com/app/649150/Phobia/?snr=1_7_7_230_150_579
The Wednesday,1 dec 2020,"
                        4,99€                    ",https://store.steampowered.com/app/1119610/The_Wednesday/?snr=1_7_7_230_150_579
Elite vs. Freedom,31 mei 2016,"
                        4,99€                    ",https://store.steampowered.com/app/420670/Elite_vs_Freedom/?snr=1_7_7_230_150_579
Pro Farm Manager,20 nov 2017,"
                        19,99€                    ",https://store.steampowered.com/app/517270/Pro_Farm_Manager/?snr=1_7_7_230_150_579
City Play,19 mei 2016,"
                        3,99€                    ",https://store.steampowered.com/app/422270/City_Play/?snr=1_7_7_230_150_579
Iesabel,11 okt 2013,"
                        4,99€                    ",https://store.steampowered.com/app/248710/Iesabel/?snr=1_7_7_230_150_579
Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz,5 jul 2019,"
                        35,99€                    ",https://store.steampowered.com/app/836600/Alternate_Jake_Hunter_DAEDALUS_The_Awakening_of_Golden_Jazz/?snr=1_7_7_230_150_579
Chronicles of Vinland,24 mei 2018,"
                        19,99€                    ",https://store.steampowered.com/app/753110/Chronicles_of_Vinland/?snr=1_7_7_230_150_579
X-17,5 apr 2021,"
                        12,49€                    ",https://store.steampowered.com/app/448060/X17/?snr=1_7_7_230_150_579
VR Boxing Workout,10 jul 2016,"
                        4,99€                    ",https://store.steampowered.com/app/494380/VR_Boxing_Workout/?snr=1_7_7_230_150_579
Hiking Simulator 2018,31 dec 2018,"
                        1,99€                    ",https://store.steampowered.com/app/791950/Hiking_Simulator_2018/?snr=1_7_7_230_150_579
Nevertales: Faryon Collector's Edition,12 mrt 2021,"
                        11,59€                    ",https://store.steampowered.com/app/1564580/Nevertales_Faryon_Collectors_Edition/?snr=1_7_7_230_150_579
Move It Up,17 jul 2020,"
                        12,49€                    ",https://store.steampowered.com/app/1256650/Move_It_Up/?snr=1_7_7_230_150_580
Dwarven Forge,31 aug 2020,"
                        11,59€                    ",https://store.steampowered.com/app/1365520/Dwarven_Forge/?snr=1_7_7_230_150_580
Sister’s Secrecy: Arcanum Bloodlines - Premium Edition,28 mei 2015,"
                        6,99€                    ",https://store.steampowered.com/app/373870/Sisters_Secrecy_Arcanum_Bloodlines__Premium_Edition/?snr=1_7_7_230_150_580
Fork Truck Challenge,24 jul 2015,"
                        7,99€                    ",https://store.steampowered.com/app/374120/Fork_Truck_Challenge/?snr=1_7_7_230_150_580
Jurassic Survival,1 aug 2016,"
                        8,99€                    ",https://store.steampowered.com/app/498280/Jurassic_Survival/?snr=1_7_7_230_150_580
Woodcutter Simulator 2013,19 dec 2013,"
                        7,99€                    ",https://store.steampowered.com/app/267610/Woodcutter_Simulator_2013/?snr=1_7_7_230_150_580
High Speed Trains,27 mrt 2018,"
                        14,99€                    ",https://store.steampowered.com/app/816660/High_Speed_Trains/?snr=1_7_7_230_150_580
Painkiller: Resurrection,28 okt 2009,"
                        9,99€                    ",https://store.steampowered.com/app/39560/Painkiller_Resurrection/?snr=1_7_7_230_150_580
House of Evil,20 dec 2017,"
                        3,29€                    ",https://store.steampowered.com/app/759610/House_of_Evil/?snr=1_7_7_230_150_580
Motorcycle Club,28 nov 2014,"
                        9,99€                    ",https://store.steampowered.com/app/303830/Motorcycle_Club/?snr=1_7_7_230_150_580
Vacation Adventures: Cruise Director 2,13 mei 2019,"
                        5,69€                    ",https://store.steampowered.com/app/1069720/Vacation_Adventures_Cruise_Director_2/?snr=1_7_7_230_150_580
Human Or Virus,mrt 2021,"
                        5,69€                    ",https://store.steampowered.com/app/1355020/Human_Or_Virus/?snr=1_7_7_230_150_580
Eternity: The Last Unicorn,5 mrt 2019,"
                        19,99€                    ",https://store.steampowered.com/app/714250/Eternity_The_Last_Unicorn/?snr=1_7_7_230_150_580
Tropical Girls VR,30 sep 2016,"
                        4,99€                    ",https://store.steampowered.com/app/534480/Tropical_Girls_VR/?snr=1_7_7_230_150_580
Loading Human: Chapter 1,15 okt 2016,"
                        8,19€                    ",https://store.steampowered.com/app/522200/Loading_Human_Chapter_1/?snr=1_7_7_230_150_580
DEFENDER 3D,23 okt 2018,"
                        5,69€                    ",https://store.steampowered.com/app/928230/DEFENDER_3D/?snr=1_7_7_230_150_580
Command Line Pilot,22 jul 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1481630/Command_Line_Pilot/?snr=1_7_7_230_150_580
Imperialism: The Dark Continent,18 mei 2018,"
                        14,99€                    ",https://store.steampowered.com/app/845530/Imperialism_The_Dark_Continent/?snr=1_7_7_230_150_580
Mining Empire: Earth Resources,25 okt 2019,"
                        19,99€                    ",https://store.steampowered.com/app/985920/Mining_Empire_Earth_Resources/?snr=1_7_7_230_150_580
Future Wars,15 jul 2010,"
                        4,99€                    ",https://store.steampowered.com/app/46440/Future_Wars/?snr=1_7_7_230_150_580
At the Mountains of Madness,26 mrt 2016,"
                        19,99€                    ",https://store.steampowered.com/app/393820/At_the_Mountains_of_Madness/?snr=1_7_7_230_150_580
Revolution 60,6 sep 2016,"
                        9,99€                    ",https://store.steampowered.com/app/350200/Revolution_60/?snr=1_7_7_230_150_580
Battle for the last chicken,20 dec 2017,"
                        4,99€                    ",https://store.steampowered.com/app/753920/Battle_for_the_last_chicken/?snr=1_7_7_230_150_580
Battle For Korsun,27 okt 2018,"
                        13,29€                    ",https://store.steampowered.com/app/672140/Battle_For_Korsun/?snr=1_7_7_230_150_580
Find the Oil Racing Edition,1 apr 2019,"
                        1,49€                    ",https://store.steampowered.com/app/1039570/Find_the_Oil_Racing_Edition/?snr=1_7_7_230_150_580
