Title,col,Price,Field2_links
Protect the campus,28 sep 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1148890/Protect_the_campus/?snr=1_7_7_230_150_835
Quintus and the Absent Truth,13 okt 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1366700/Quintus_and_the_Absent_Truth/?snr=1_7_7_230_150_835
Decisions,10 aug 2019,"
                        0,79€                    ",https://store.steampowered.com/app/917710/Decisions/?snr=1_7_7_230_150_835
Jack troubles,29 dec 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1205020/Jack_troubles/?snr=1_7_7_230_150_835
Monster Crush - C4 Demolition Edition,4 mei 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1044070/Monster_Crush__C4_Demolition_Edition/?snr=1_7_7_230_150_835
Crazy Justice,sep 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/834730/Crazy_Justice/?snr=1_7_7_230_150_835
Bob Wants to Go Home,20 feb 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1234540/Bob_Wants_to_Go_Home/?snr=1_7_7_230_150_835
Heart of a Bird in a Cage,Winter 2021,"
                        Gratis                    ",https://store.steampowered.com/app/1604930/Heart_of_a_Bird_in_a_Cage/?snr=1_7_7_230_150_835
Glow Chess,7 aug 2018,"
                        0,89€                    ",https://store.steampowered.com/app/908950/Glow_Chess/?snr=1_7_7_230_150_835
BitBreaker,15 mei 2018,"
                        0,99€                    ",https://store.steampowered.com/app/824250/BitBreaker/?snr=1_7_7_230_150_835
BurningBridges VR,27 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/818430/BurningBridges_VR/?snr=1_7_7_230_150_835
Trigger Saint,9 okt 2015,"
                        6,99€                    ",https://store.steampowered.com/app/354770/Trigger_Saint/?snr=1_7_7_230_150_835
Small Iron,6 jan 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1373680/Small_Iron/?snr=1_7_7_230_150_835
Alive Hunter,21 nov 2019,"
                        0,79€                    ",https://store.steampowered.com/app/756890/Alive_Hunter/?snr=1_7_7_230_150_835
Sector 724,4 nov 2016,"
                        6,99€                    ",https://store.steampowered.com/app/459410/Sector_724/?snr=1_7_7_230_150_835
Elephant Express VR,16 dec 2016,"
                        6,49€                    ",https://store.steampowered.com/app/566170/Elephant_Express_VR/?snr=1_7_7_230_150_835
Grid Masters,1 jun 2016,"
                        6,99€                    ",https://store.steampowered.com/app/449330/Grid_Masters/?snr=1_7_7_230_150_835
Edge Guardian,21 sep 2016,"
                        6,99€                    ",https://store.steampowered.com/app/518000/Edge_Guardian/?snr=1_7_7_230_150_835
Mini's Magic World,12 mei 2016,"
                        6,99€                    ",https://store.steampowered.com/app/449420/Minis_Magic_World/?snr=1_7_7_230_150_835
Shiny Gauntlet,4 aug 2016,"
                        0,99€                    ",https://store.steampowered.com/app/454700/Shiny_Gauntlet/?snr=1_7_7_230_150_835
One Bullet left,26 feb 2018,"
                        3,99€                    ",https://store.steampowered.com/app/618670/One_Bullet_left/?snr=1_7_7_230_150_835
Fancy Slingshot VR,19 aug 2016,"
                        0,99€                    ",https://store.steampowered.com/app/514350/Fancy_Slingshot_VR/?snr=1_7_7_230_150_835
Triblaster,1 jul 2014,"
                        0,79€                    ",https://store.steampowered.com/app/303880/Triblaster/?snr=1_7_7_230_150_835
The Incredible Adventures of Super Panda,18 jun 2019,"
                        5,69€                    ",https://store.steampowered.com/app/1080930/The_Incredible_Adventures_of_Super_Panda/?snr=1_7_7_230_150_835
Call each NEW YEAR,22 jun 2018,"
                        3,99€                    ",https://store.steampowered.com/app/875630/Call_each_NEW_YEAR/?snr=1_7_7_230_150_835
Merlin Soccer,3 aug 2018,"
                        1,59€                    ",https://store.steampowered.com/app/905270/Merlin_Soccer/?snr=1_7_7_230_150_835
Asteroids Maneuvers,1 mrt 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1554280/Asteroids_Maneuvers/?snr=1_7_7_230_150_835
Astron Jump Baby,29 aug 2017,"
                        0,99€                    ",https://store.steampowered.com/app/692710/Astron_Jump_Baby/?snr=1_7_7_230_150_835
Checkmate!,7 sep 2018,"
                        3,99€                    ",https://store.steampowered.com/app/917550/Checkmate/?snr=1_7_7_230_150_835
Gem Collector,1 sep 2019,"
                        3,29€                    ",https://store.steampowered.com/app/1137820/Gem_Collector/?snr=1_7_7_230_150_836
Toggle,20 feb 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1541750/Toggle/?snr=1_7_7_230_150_836
Allotropy,29 okt 2020,,https://store.steampowered.com/app/1450530/Allotropy/?snr=1_7_7_230_150_836
Deliverace - Battle Racing,19 okt 2018,"
                                            ",https://store.steampowered.com/app/587540/Deliverace__Battle_Racing/?snr=1_7_7_230_150_836
Bullets in the Space,3 aug 2018,"
                        2,39€                    ",https://store.steampowered.com/app/905560/Bullets_in_the_Space/?snr=1_7_7_230_150_836
Intergalactic traveler: The Omega Sector,26 nov 2017,"
                        1,99€                    ",https://store.steampowered.com/app/752080/Intergalactic_traveler_The_Omega_Sector/?snr=1_7_7_230_150_836
Digital Runner,26 mrt 2018,"
                        0,99€                    ",https://store.steampowered.com/app/814190/Digital_Runner/?snr=1_7_7_230_150_836
ZombieVan Drive,26 jan 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1521050/ZombieVan_Drive/?snr=1_7_7_230_150_836
Drone Combat,5 dec 2019,"
                        3,99€                    ",https://store.steampowered.com/app/1194330/Drone_Combat/?snr=1_7_7_230_150_836
Martians Vs Robots,24 mei 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1078780/Martians_Vs_Robots/?snr=1_7_7_230_150_836
Cold wires,18 dec 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1204530/Cold_wires/?snr=1_7_7_230_150_836
Don't Explode,15 okt 2017,"
                        0,79€                    ",https://store.steampowered.com/app/692680/Dont_Explode/?snr=1_7_7_230_150_836
Pitched Battle,25 sep 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1415200/Pitched_Battle/?snr=1_7_7_230_150_836
Epic Helicopter,4 jul 2018,"
                        0,79€                    ",https://store.steampowered.com/app/887280/Epic_Helicopter/?snr=1_7_7_230_150_836
Agross,2 sep 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1145430/Agross/?snr=1_7_7_230_150_836
Maze Quest 2: The Desert,2 jul 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1008450/Maze_Quest_2_The_Desert/?snr=1_7_7_230_150_836
Labirint,12 nov 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1181720/Labirint/?snr=1_7_7_230_150_836
Fakespearean: Overdramatic,21 mei 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1070390/Fakespearean_Overdramatic/?snr=1_7_7_230_150_836
Master Cube,18 jul 2019,"
                        0,99€                    ",https://store.steampowered.com/app/1081350/Master_Cube/?snr=1_7_7_230_150_836
Grid Games: Color Coded,6 sep 2018,"
                        0,79€                    ",https://store.steampowered.com/app/872310/Grid_Games_Color_Coded/?snr=1_7_7_230_150_836
LightTrack,20 okt 2017,"
                        0,99€                    ",https://store.steampowered.com/app/722910/LightTrack/?snr=1_7_7_230_150_836
Back to the 80's,8 mrt 2018,"
                        0,79€                    ",https://store.steampowered.com/app/786640/Back_to_the_80s/?snr=1_7_7_230_150_836
Slime Dungeon Escape,27 apr 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1575030/Slime_Dungeon_Escape/?snr=1_7_7_230_150_836
The Bloobles and the Quest for Chocolate,7 sep 2018,"
                        0,79€                    ",https://store.steampowered.com/app/926440/The_Bloobles_and_the_Quest_for_Chocolate/?snr=1_7_7_230_150_836
Divan Chronicles,21 okt 2019,"
                        3,99€                    ",https://store.steampowered.com/app/1158390/Divan_Chronicles/?snr=1_7_7_230_150_836
"Zom-bie, or Not Zom-bie",17 apr 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1053040/Zombie_or_Not_Zombie/?snr=1_7_7_230_150_836
Joe Jump Impossible Quest,25 apr 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1020430/Joe_Jump_Impossible_Quest/?snr=1_7_7_230_150_836
那美克星人,2 feb 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1214210/_/?snr=1_7_7_230_150_836
Xobox - circle and cross,5 dec 2018,"
                        0,79€                    ",https://store.steampowered.com/app/946240/Xobox__circle_and_cross/?snr=1_7_7_230_150_836
ARRAYNIUM,13 okt 2017,"
                        0,79€                    ",https://store.steampowered.com/app/681340/ARRAYNIUM/?snr=1_7_7_230_150_836
Deep Dungeon: Gym,6 mei 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1067050/Deep_Dungeon_Gym/?snr=1_7_7_230_150_836
海底寻宝,8 okt 2018,"
                        0,79€                    ",https://store.steampowered.com/app/936060/_/?snr=1_7_7_230_150_836
Tower of the Alchemist,9 aug 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1124810/Tower_of_the_Alchemist/?snr=1_7_7_230_150_836
Cubit,7 feb 2019,"
                        0,99€                    ",https://store.steampowered.com/app/762850/Cubit/?snr=1_7_7_230_150_836
Phlyndir,1 aug 2019,"
                        0,79€                    ",https://store.steampowered.com/app/448990/Phlyndir/?snr=1_7_7_230_150_836
Mortal Squad: Portal to Hell,17 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/822910/Mortal_Squad_Portal_to_Hell/?snr=1_7_7_230_150_836
Sun Girls,16 dec 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1481660/Sun_Girls/?snr=1_7_7_230_150_836
The Last Surface,15 jun 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1337020/The_Last_Surface/?snr=1_7_7_230_150_836
Tecroroid Assault,8 feb 2019,"
                        0,79€                    ",https://store.steampowered.com/app/984870/Tecroroid_Assault/?snr=1_7_7_230_150_836
Top Torch,9 feb 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1014310/Top_Torch/?snr=1_7_7_230_150_836
DeepSea,1 jun 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1146120/DeepSea/?snr=1_7_7_230_150_836
Eagles Expedition,28 apr 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1285530/Eagles_Expedition/?snr=1_7_7_230_150_836
Space Plane,9 mrt 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1429680/Space_Plane/?snr=1_7_7_230_150_836
Saphyro,19 mrt 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1569920/Saphyro/?snr=1_7_7_230_150_836
Marshmallow Tank,16 apr 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1256550/Marshmallow_Tank/?snr=1_7_7_230_150_836
Up And Up,20 jun 2018,"
                        0,79€                    ",https://store.steampowered.com/app/869930/Up_And_Up/?snr=1_7_7_230_150_836
Brawl,20 jan 2019,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1007820/Brawl/?snr=1_7_7_230_150_836
A Zone,1 nov 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1174440/A_Zone/?snr=1_7_7_230_150_836
Lux Ski Jump,18 mrt 2021,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1468680/Lux_Ski_Jump/?snr=1_7_7_230_150_836
Code Tracer,24 apr 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1155390/Code_Tracer/?snr=1_7_7_230_150_836
Death Runner,15 mei 2018,"
                        0,79€                    ",https://store.steampowered.com/app/665550/Death_Runner/?snr=1_7_7_230_150_837
Era of Defense,8 feb 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1499720/Era_of_Defense/?snr=1_7_7_230_150_837
soul room,7 jan 2019,"
                        0,79€                    ",https://store.steampowered.com/app/999360/soul_room/?snr=1_7_7_230_150_837
Syko Swinger,24 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/833750/Syko_Swinger/?snr=1_7_7_230_150_837
Wandering Star,1 jan 2019,"
                        0,79€                    ",https://store.steampowered.com/app/907870/Wandering_Star/?snr=1_7_7_230_150_837
Kasmo,18 sep 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1414490/Kasmo/?snr=1_7_7_230_150_837
Power Block,1 nov 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1089100/Power_Block/?snr=1_7_7_230_150_837
Captain 13 Beyond the Hero,29 sep 2017,"
                        3,99€                    ",https://store.steampowered.com/app/704350/Captain_13_Beyond_the_Hero/?snr=1_7_7_230_150_837
Cat Fu Mi,26 sep 2018,"
                        0,79€                    ",https://store.steampowered.com/app/935350/Cat_Fu_Mi/?snr=1_7_7_230_150_837
TUNNEL BIRD,26 mrt 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1265770/TUNNEL_BIRD/?snr=1_7_7_230_150_837
Paroniria 梦缚,6 nov 2018,"
                        0,79€                    ",https://store.steampowered.com/app/962650/Paroniria/?snr=1_7_7_230_150_837
寻书人 Book Seeker,23 aug 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1129610/_Book_Seeker/?snr=1_7_7_230_150_837
BlueBete,3 aug 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1375520/BlueBete/?snr=1_7_7_230_150_837
冒险时光机,30 apr 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1591660/_/?snr=1_7_7_230_150_837
ASTROVITY,4 sep 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1300960/ASTROVITY/?snr=1_7_7_230_150_837
Ritbone,21 jun 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1084880/Ritbone/?snr=1_7_7_230_150_837
Journey Through Memories,20 okt 2018,"
                        0,79€                    ",https://store.steampowered.com/app/948340/Journey_Through_Memories/?snr=1_7_7_230_150_837
aBANdon02,11 dec 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1201530/aBANdon02/?snr=1_7_7_230_150_837
Stackems,1 mrt 2020,"
                        0,79€                    ",https://store.steampowered.com/app/938040/Stackems/?snr=1_7_7_230_150_837
Grimm Shuffle,28 sep 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1416700/Grimm_Shuffle/?snr=1_7_7_230_150_837
Requiem Aeternam Eden,31 jul 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1352590/Requiem_Aeternam_Eden/?snr=1_7_7_230_150_837
The.Thend.End,19 dec 2018,"
                        0,79€                    ",https://store.steampowered.com/app/988890/TheThendEnd/?snr=1_7_7_230_150_837
TopDownFarter,24 mei 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1071580/TopDownFarter/?snr=1_7_7_230_150_837
Bounce,24 jul 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1116300/Bounce/?snr=1_7_7_230_150_837
MilvusX,29 feb 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1230640/MilvusX/?snr=1_7_7_230_150_837
学院英雄梦 HeroDreamOfSchool,15 jan 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1003530/_HeroDreamOfSchool/?snr=1_7_7_230_150_837
Don't Shoot Rabbit / 不要射中兔子,20 dec 2018,"
                        0,79€                    ",https://store.steampowered.com/app/981990/Dont_Shoot_Rabbit/?snr=1_7_7_230_150_837
The Tide Intro,4 mrt 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1226420/The_Tide_Intro/?snr=1_7_7_230_150_837
This is not RPG,30 jun 2017,"
                        0,99€                    ",https://store.steampowered.com/app/663430/This_is_not_RPG/?snr=1_7_7_230_150_837
Just One Color,4 mrt 2018,"
                        0,99€                    ",https://store.steampowered.com/app/805840/Just_One_Color/?snr=1_7_7_230_150_837
Cube Full of Mines,12 sep 2018,"
                        0,79€                    ",https://store.steampowered.com/app/919190/Cube_Full_of_Mines/?snr=1_7_7_230_150_837
Rapid,13 mei 2018,"
                        0,79€                    ",https://store.steampowered.com/app/847600/Rapid/?snr=1_7_7_230_150_837
Cyber Rage Retribution,4 apr 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1045220/Cyber_Rage_Retribution/?snr=1_7_7_230_150_837
Return to Earth,28 aug 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1135750/Return_to_Earth/?snr=1_7_7_230_150_837
Cyber Drive,5 sep 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1392280/Cyber_Drive/?snr=1_7_7_230_150_837
Late Stage Inferno,13 sep 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1292270/Late_Stage_Inferno/?snr=1_7_7_230_150_837
Volcan Defend the Tower,6 feb 2019,"
                        3,--€                    ",https://store.steampowered.com/app/950510/Volcan_Defend_the_Tower/?snr=1_7_7_230_150_837
Black Roses,28 mei 2018,"
                        0,79€                    ",https://store.steampowered.com/app/856560/Black_Roses/?snr=1_7_7_230_150_837
Steel Fight,14 apr 2019,"
                        0,79€                    ",https://store.steampowered.com/app/994450/Steel_Fight/?snr=1_7_7_230_150_837
Endless Treasure Hunt,16 okt 2017,"
                        0,99€                    ",https://store.steampowered.com/app/714290/Endless_Treasure_Hunt/?snr=1_7_7_230_150_837
Flicker,16 sep 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1424650/Flicker/?snr=1_7_7_230_150_837
Looking Glass,1 mei 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1272530/Looking_Glass/?snr=1_7_7_230_150_837
七彩航行 Colorful Trip,15 mrt 2021,,https://store.steampowered.com/app/1548020/_Colorful_Trip/?snr=1_7_7_230_150_837
Battle Strike World War,13 dec 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1475780/Battle_Strike_World_War/?snr=1_7_7_230_150_837
Cowboy Escape,26 feb 2018,"
                        0,79€                    ",https://store.steampowered.com/app/801280/Cowboy_Escape/?snr=1_7_7_230_150_837
CRACKPOT DESPOT: TRUMP WARFARE,27 aug 2018,,https://store.steampowered.com/app/910290/CRACKPOT_DESPOT_TRUMP_WARFARE/?snr=1_7_7_230_150_837
The Big SokoBang,17 dec 2019,"
                        2,99€                    ",https://store.steampowered.com/app/1204210/The_Big_SokoBang/?snr=1_7_7_230_150_837
Colorize Inspect,13 apr 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1589970/Colorize_Inspect/?snr=1_7_7_230_150_837
Dawn of H'btakh,7 jul 2017,"
                        0,79€                    ",https://store.steampowered.com/app/661730/Dawn_of_Hbtakh/?snr=1_7_7_230_150_837
LASER STRIKERS,17 apr 2017,"
                        0,99€                    ",https://store.steampowered.com/app/600500/LASER_STRIKERS/?snr=1_7_7_230_150_838
TRI.DEFENDER,2 nov 2016,"
                        0,99€                    ",https://store.steampowered.com/app/541960/TRIDEFENDER/?snr=1_7_7_230_150_838
Battle for Enlor,19 apr 2017,"
                        2,39€                    ",https://store.steampowered.com/app/614880/Battle_for_Enlor/?snr=1_7_7_230_150_838
Cavebound,1 mrt 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1522980/Cavebound/?snr=1_7_7_230_150_838
Quatro Luzes,14 nov 2015,"
                        5,99€                    ",https://store.steampowered.com/app/415980/Quatro_Luzes/?snr=1_7_7_230_150_838
bead,17 jul 2017,"
                        0,99€                    ",https://store.steampowered.com/app/659810/bead/?snr=1_7_7_230_150_838
Industriworks,23 sep 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1143340/Industriworks/?snr=1_7_7_230_150_838
Warlock's Citadel,10 okt 2015,"
                        4,99€                    ",https://store.steampowered.com/app/364260/Warlocks_Citadel/?snr=1_7_7_230_150_838
CortexGear: AngryDroids,24 sep 2015,"
                        5,99€                    ",https://store.steampowered.com/app/375620/CortexGear_AngryDroids/?snr=1_7_7_230_150_838
Vole Complexity,13 okt 2020,"
                        1,79€                    ",https://store.steampowered.com/app/1133260/Vole_Complexity/?snr=1_7_7_230_150_838
The Light Empire,2 dec 2015,"
                        3,50€                    ",https://store.steampowered.com/app/416220/The_Light_Empire/?snr=1_7_7_230_150_838
The Legend of Eldridge Scrolls: Woop,2 jul 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1215600/The_Legend_of_Eldridge_Scrolls_Woop/?snr=1_7_7_230_150_838
Quantum Lock,8 jan 2016,"
                        5,99€                    ",https://store.steampowered.com/app/411720/Quantum_Lock/?snr=1_7_7_230_150_838
Maze Workout - Lost Urban Exit Game - Trials2,3 mei 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1577380/Maze_Workout__Lost_Urban_Exit_Game__Trials2/?snr=1_7_7_230_150_838
Nordenfelt,14 jan 2016,"
                        5,99€                    ",https://store.steampowered.com/app/428740/Nordenfelt/?snr=1_7_7_230_150_838
Galactic Incoming,14 nov 2018,"
                        0,79€                    ",https://store.steampowered.com/app/967910/Galactic_Incoming/?snr=1_7_7_230_150_838
Spellinkers,11 nov 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1180940/Spellinkers/?snr=1_7_7_230_150_838
Our Nation's Miner,22 dec 2015,"
                        4,99€                    ",https://store.steampowered.com/app/360040/Our_Nations_Miner/?snr=1_7_7_230_150_838
yellowtoy,20 mei 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1073380/yellowtoy/?snr=1_7_7_230_150_838
Gulu,29 jul 2017,"
                        0,99€                    ",https://store.steampowered.com/app/675370/Gulu/?snr=1_7_7_230_150_838
Владимир 2021,19 feb 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1447190/_2021/?snr=1_7_7_230_150_838
miniStrike,1 nov 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1354460/miniStrike/?snr=1_7_7_230_150_838
Miaou Moon,19 aug 2016,"
                        4,99€                    ",https://store.steampowered.com/app/513580/Miaou_Moon/?snr=1_7_7_230_150_838
Maze Quest 1: The Forest,31 aug 2018,"
                        0,79€                    ",https://store.steampowered.com/app/895930/Maze_Quest_1_The_Forest/?snr=1_7_7_230_150_838
Suspicious Slide,10 dec 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1206470/Suspicious_Slide/?snr=1_7_7_230_150_838
Dead territory,18 dec 2019,,https://store.steampowered.com/app/1197340/Dead_territory/?snr=1_7_7_230_150_838
Escape 2042 - The Truth Defenders,31 mrt 2017,"
                        4,99€                    ",https://store.steampowered.com/app/598590/Escape_2042__The_Truth_Defenders/?snr=1_7_7_230_150_838
Wild Ride,19 nov 2019,"
                        1,59€                    ",https://store.steampowered.com/app/989400/Wild_Ride/?snr=1_7_7_230_150_838
ISLAND 404,30 jan 2019,"
                        1,59€                    ",https://store.steampowered.com/app/993330/ISLAND_404/?snr=1_7_7_230_150_838
Iceroyds!,20 dec 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1068420/Iceroyds/?snr=1_7_7_230_150_838
Pumpkin Death Garden,30 nov 2018,"
                        1,59€                    ",https://store.steampowered.com/app/951220/Pumpkin_Death_Garden/?snr=1_7_7_230_150_838
Crumbled World,1 dec 2016,"
                        4,99€                    ",https://store.steampowered.com/app/542910/Crumbled_World/?snr=1_7_7_230_150_838
Brumm,1 nov 2016,"
                        5,99€                    ",https://store.steampowered.com/app/537660/Brumm/?snr=1_7_7_230_150_838
Spirit of dungeon,15 jul 2020,"
                        1,59€                    ",https://store.steampowered.com/app/1346860/Spirit_of_dungeon/?snr=1_7_7_230_150_838
Unnamed Fiasco,17 aug 2016,"
                        4,99€                    ",https://store.steampowered.com/app/389010/Unnamed_Fiasco/?snr=1_7_7_230_150_838
Danger Room,23 dec 2016,"
                        5,99€                    ",https://store.steampowered.com/app/552340/Danger_Room/?snr=1_7_7_230_150_838
Dark Shores,13 feb 2017,"
                        5,99€                    ",https://store.steampowered.com/app/574710/Dark_Shores/?snr=1_7_7_230_150_838
BURNT ASHES,14 apr 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1583450/BURNT_ASHES/?snr=1_7_7_230_150_838
JOLT: Super Robot Racer,15 nov 2016,"
                        5,99€                    ",https://store.steampowered.com/app/485790/JOLT_Super_Robot_Racer/?snr=1_7_7_230_150_838
Night of the Shrub Part 2,19 jul 2018,"
                        1,59€                    ",https://store.steampowered.com/app/886450/Night_of_the_Shrub_Part_2/?snr=1_7_7_230_150_838
Amazething,24 jun 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1443600/Amazething/?snr=1_7_7_230_150_838
Verzaken! VR Adventure,6 nov 2017,"
                        1,59€                    ",https://store.steampowered.com/app/739800/Verzaken_VR_Adventure/?snr=1_7_7_230_150_838
The Burnt School,17 mei 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1615020/The_Burnt_School/?snr=1_7_7_230_150_838
ChicScape,12 jun 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1647280/ChicScape/?snr=1_7_7_230_150_838
Esc-8-bit,30 jan 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1009220/Esc8bit/?snr=1_7_7_230_150_838
E3.14CENTER,5 dec 2018,"
                        1,59€                    ",https://store.steampowered.com/app/862240/E314CENTER/?snr=1_7_7_230_150_838
American Farmer,20 apr 2018,"
                        1,99€                    ",https://store.steampowered.com/app/784180/American_Farmer/?snr=1_7_7_230_150_838
Bikerz,13 dec 2019,"
                        2,49€                    ",https://store.steampowered.com/app/1092580/Bikerz/?snr=1_7_7_230_150_838
Tsukumono / つくもの / 付者,4 jan 2019,"
                        2,39€                    ",https://store.steampowered.com/app/993850/Tsukumono/?snr=1_7_7_230_150_838
gShift,26 aug 2015,"
                        0,99€                    ",https://store.steampowered.com/app/396730/gShift/?snr=1_7_7_230_150_838
Tsukumono / つくもの / 付者,4 jan 2019,"
                        2,39€                    ",https://store.steampowered.com/app/993850/Tsukumono/?snr=1_7_7_230_150_839
gShift,26 aug 2015,"
                        0,99€                    ",https://store.steampowered.com/app/396730/gShift/?snr=1_7_7_230_150_839
Rage of the Pumpkins - Space Prostitutes Must Die! Again,2 jul 2018,"
                        0,79€                    ",https://store.steampowered.com/app/877470/Rage_of_the_Pumpkins__Space_Prostitutes_Must_Die_Again/?snr=1_7_7_230_150_839
Plataforma branca,29 dec 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1486170/Plataforma_branca/?snr=1_7_7_230_150_839
Somewhere on Zibylon,14 sep 2017,"
                        9,99€                    ",https://store.steampowered.com/app/631920/Somewhere_on_Zibylon/?snr=1_7_7_230_150_839
CoronaWhomp!,18 jun 2020,"
                        Gratis                    ",https://store.steampowered.com/app/1300940/CoronaWhomp/?snr=1_7_7_230_150_839
Beardy the Digger,22 okt 2019,"
                        1,59€                    ",https://store.steampowered.com/app/1144630/Beardy_the_Digger/?snr=1_7_7_230_150_839
Far From Orbit,22 sep 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1148740/Far_From_Orbit/?snr=1_7_7_230_150_839
Lost In Maze,26 dec 2017,"
                        0,99€                    ",https://store.steampowered.com/app/763010/Lost_In_Maze/?snr=1_7_7_230_150_839
Net VR Theater,4 jul 2021,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1628510/Net_VR_Theater/?snr=1_7_7_230_150_839
Gamehunt,11 jun 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1090580/Gamehunt/?snr=1_7_7_230_150_839
Fighting For Food,10 jan 2018,"
                        1,39€                    ",https://store.steampowered.com/app/667580/Fighting_For_Food/?snr=1_7_7_230_150_839
Street Karate,20 jun 2018,"
                        0,79€                    ",https://store.steampowered.com/app/879320/Street_Karate/?snr=1_7_7_230_150_839
Mission Of Hero,9 mrt 2018,"
                        2,99€                    ",https://store.steampowered.com/app/810610/Mission_Of_Hero/?snr=1_7_7_230_150_839
FriendZoned Archer,27 feb 2018,"
                        2,99€                    ",https://store.steampowered.com/app/800910/FriendZoned_Archer/?snr=1_7_7_230_150_839
Alexia Crow and the Cave of Heroes,4 mei 2015,"
                        5,99€                    ",https://store.steampowered.com/app/365280/Alexia_Crow_and_the_Cave_of_Heroes/?snr=1_7_7_230_150_839
Phoenix Tales,3 nov 2019,"
                        2,39€                    ",https://store.steampowered.com/app/1187490/Phoenix_Tales/?snr=1_7_7_230_150_839
